873	MIDI CC 0|101
874	MIDI CC 0|102
875	MIDI CC 0|103
876	MIDI CC 0|104
877	MIDI CC 0|105
878	MIDI CC 0|106
879	MIDI CC 0|107
880	MIDI CC 0|108
881	MIDI CC 0|109
882	MIDI CC 0|110
883	MIDI CC 0|111
884	MIDI CC 0|112
885	MIDI CC 0|113
886	MIDI CC 0|114
887	MIDI CC 0|115
888	MIDI CC 0|116
889	MIDI CC 0|117
890	MIDI CC 0|118
891	MIDI CC 0|119
892	MIDI CC 0|120
893	MIDI CC 0|121
894	MIDI CC 0|122
895	MIDI CC 0|123
896	MIDI CC 0|124
897	MIDI CC 0|125
898	MIDI CC 0|126
899	MIDI CC 0|127
900	MIDI CC 0|128
901	MIDI CC 0|129
902	MIDI CC 1|0
903	MIDI CC 1|1
904	MIDI CC 1|2
905	MIDI CC 1|3
906	MIDI CC 1|4
907	MIDI CC 1|5
908	MIDI CC 1|6
909	MIDI CC 1|7
910	MIDI CC 1|8
911	MIDI CC 1|9
912	MIDI CC 1|10
913	MIDI CC 1|11
914	MIDI CC 1|12
915	MIDI CC 1|13
916	MIDI CC 1|14
917	MIDI CC 1|15
918	MIDI CC 1|16
919	MIDI CC 1|17
920	MIDI CC 1|18
921	MIDI CC 1|19
922	MIDI CC 1|20
923	MIDI CC 1|21
924	MIDI CC 1|22
925	MIDI CC 1|23
926	MIDI CC 1|24
927	MIDI CC 1|25
928	MIDI CC 1|26
929	MIDI CC 1|27
930	MIDI CC 1|28
931	MIDI CC 1|29
932	MIDI CC 1|30
933	MIDI CC 1|31
934	MIDI CC 1|32
935	MIDI CC 1|33
936	MIDI CC 1|34
937	MIDI CC 1|35
938	MIDI CC 1|36
939	MIDI CC 1|37
940	MIDI CC 1|38
941	MIDI CC 1|39
942	MIDI CC 1|40
943	MIDI CC 1|41
944	MIDI CC 1|42
945	MIDI CC 1|43
946	MIDI CC 1|44
947	MIDI CC 1|45
948	MIDI CC 1|46
949	MIDI CC 1|47
950	MIDI CC 1|48
951	MIDI CC 1|49
952	MIDI CC 1|50
953	MIDI CC 1|51
954	MIDI CC 1|52
955	MIDI CC 1|53
956	MIDI CC 1|54
957	MIDI CC 1|55
958	MIDI CC 1|56
959	MIDI CC 1|57
960	MIDI CC 1|58
961	MIDI CC 1|59
962	MIDI CC 1|60
963	MIDI CC 1|61
964	MIDI CC 1|62
965	MIDI CC 1|63
966	MIDI CC 1|64
967	MIDI CC 1|65
968	MIDI CC 1|66
969	MIDI CC 1|67
970	MIDI CC 1|68
971	MIDI CC 1|69
972	MIDI CC 1|70
973	MIDI CC 1|71
974	MIDI CC 1|72
975	MIDI CC 1|73
976	MIDI CC 1|74
977	MIDI CC 1|75
978	MIDI CC 1|76
979	MIDI CC 1|77
980	MIDI CC 1|78
981	MIDI CC 1|79
982	MIDI CC 1|80
983	MIDI CC 1|81
984	MIDI CC 1|82
985	MIDI CC 1|83
986	MIDI CC 1|84
987	MIDI CC 1|85
